Key,Value
1305,"Comprehend Languages[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: %bch + %ach per %clc level(s)[/center]
Magnitude: N/A + N/A per N/A level(s)[/center]
""Caster can comprehend any written or spoken tongue[/center]
so long as the spell is active. The spell lasts for[/center]
%bdr round(s), plus %adr round(s) per %cld[/center]
level(s) of the caster.""[/center]
[/end]"
1306,"Intensify Fire[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: N/A + N/A per N/A level(s)[/center]
Magnitude: %1bm - %2bm + %1am - %2am[/center]
per %clm level(s)[/center]
""Caster may intensify the light of a normal fire.[/center]
Light may be intensified up to %1bm to %2bm candle(s)[/center]
plus %1am to %2am candle(s) per %clm level(s) of the[/center]
caster. Spell lasts %bdr round(s), plus %adr round(s)[/center]
per %cld level(s) of the caster.""[/center]
[/end]"
1307,"Diminish Fire[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: N/A + N/A per N/A level(s)[/center]
Magnitude: %1bm - %2bm + %1am - %2am[/center]
per %clm level(s)[/center]
""Caster may dim the light of a normal fire.[/center]
Light may be diminished by %1bm to %2bm candle(s)[/center]
plus %1am to %2am candle(s) per %clm level(s) of the[/center]
caster. Spell lasts %bdr round(s), plus %adr round(s)[/center]
per %cld level(s) of the caster.""[/center]
[/end]"
1308,"Wall of Stone[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: N/A + N/A per N/A level(s)[/center]
Magnitude: %1bm - %2bm + %1am - %2am[/center]
per %clm level(s)[/center]
""Caster creates a wall of stone, %1bm to %2bm square meters[/center]
for every %clm level(s) of the caster. Wall lasts %bdr[/center]
round(s) plus %adr additional round(s) for every %cld[/center]
level(s) of the caster.""[/center]
[/end]"
1309,"Wall of Fire[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: N/A + N/A per N/A level(s)[/center]
Magnitude: %1bm - %2bm + %1am - %2am[/center]
per %clm level(s)[/center]
""Caster creates a wall of fire, %1bm to %2bm square meters[/center]
for every %clm level(s) of the caster. Wall lasts %bdr[/center]
round(s) plus %adr additional round(s) for every %cld[/center]
level(s) of the caster.""[/center]
[/end]"
1310,"Wall of Frost[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: N/A + N/A per N/A level(s)[/center]
Magnitude: %1bm - %2bm + %1am - %2am[/center]
per %clm level(s)[/center]
""Caster creates a wall of ice, %1bm to %2bm square meters[/center]
for every %clm level(s) of the caster. Wall lasts %bdr[/center]
round(s) plus %adr additional round(s) for every %cld[/center]
level(s) of the caster.""[/center]
[/end]"
1311,"Wall of Poison[/center]
Duration: %bdr + %adr per %cld level(s)[/center]
Chance: N/A + N/A per N/A level(s)[/center]
Magnitude: %1bm - %2bm + %1am - %2am[/center]
per %clm level(s)[/center]
""Caster creates a wall of poison gas, %1bm to %2bm square[/center]
meters for every %clm level(s) of the caster. Wall lasts[/center]
%bdr round(s) plus %adr additional round(s) for every[/center]
%cld level(s) of the caster.""[/center]
[/end]"
1350,"You have already picked an[/center]
advantage or disadvantage[/center]
than conflicts with this one.[/center]
[/end]"
1360,"Alteration refers to the School of Alteration,[/center]
one of the six avenues of magical study. This[/center]
school is concerned with magicka's ability to[/center]
change the very structure and composition of[/center]
objects. Slowfalling and Shield are two classic[/center]
Alteration spells.[/center]
[/end]"
1361,"Archery is the skill governing one's ability[/center]
to hit targets and cause damage using a bow[/center]
and arrow.[/center]
[/end]"
1362,"Axe is the skill automatically checked whenever[/center]
one uses a battleaxe or a waraxe on a target.[/center]
[/end]"
1363,"Backstabbing is a skill checked whenever a[/center]
target is struck from behind. It is easier[/center]
for a person proficient at this skill to hit[/center]
a target from behind. It is also probable[/center]
that more damage will be dealt with a[/center]
well-delivered backstab.[/center]
[/end]"
1364,"Blunt Weapon is a skill checked whenever one[/center]
strikes a target with a heavy, blunt weapon[/center]
such as a mace or a staff. Proficient Blunt[/center]
Weapon specialists have a greater chance of[/center]
hitting and cause more damage with each blow.[/center]
[/end]"
1365,"Centaurian is a language skill checked[/center]
whenever one tries to talk with a Centaur.[/center]
[/end]"
1366,"Climbing is a skill checked whenever one[/center]
attempts to scale a wall or a steep incline.[/center]
It is continually checked until one is on[/center]
level ground again.[/center]
[/end]"
1367,"Critical Striking is a skill checked whenever[/center]
one has successfully struck a target. A target[/center]
that receives a successful Critical Strike[/center]
suffers withering, often fatal, additional[/center]
damage.[/center]
[/end]"
1368,"Daedric is a language skill checked whenever[/center]
one attempts to speak with a Daedra, such as[/center]
a Fire Daedra or a Daedra Lord.[/center]
[/end]"
1369,"Destruction refers to the School of[/center]
Destruction, one of the six formal avenues[/center]
of magical study. Destruction spells are[/center]
those with a primary purpose of causing[/center]
damage to a target, such as Fireball or[/center]
Toxic Cloud.[/center]
[/end]"
1370,"Disguise is a skill automatically checked[/center]
whenever one attempts either to infiltrate a[/center]
hostile environment or to secrete items away[/center]
from prying eyes.[/center]
[/end]"
1371,"Dodging is a skill checked before one[/center]
is struck by an enemy's weapon or spell.[/center]
[/end]"
1372,"Dragon is a language skill checked[/center]
whenever one attempts to speak with[/center]
a dragon.[/center]
[/record]
"
1373,"Elvish is a language skill checked[/center]
whenever one attempts to speak with[/center]
a Wild Elf.[/center]
[/end]"
1374,"Etiquette is a skill checked whenever[/center]
one attempts to be polite, deferential,[/center]
and charming in conversation.[/center]
[/end]"
1375,"Faerie is a language skill checked[/center]
whenever one attempts to speak with[/center]
a Faerie.[/center]
[/end]"
1376,"Giantish is a language skill checked[/center]
whenever one attempts to speak with[/center]
a Giant.[/center]
[/end]"
1377,"Hand-to-Hand is a skill checked whenever[/center]
one attempts to strike a target with a[/center]
punch or a kick.[/center]
[/end]"
1378,"Harpy is a language skill checked[/center]
whenever one attempts to speak with[/center]
a Harpy.[/center]
[/end]"
1379,"Illusion refers to the School of Illusion,[/center]
one of the six avenues of magical study.[/center]
Illusion spells are capable of camouflaging,[/center]
illuminating, or obscuring objects, as the[/center]
spells Invisibility and Light demonstrate.[/center]
[/end]"
1380,"Impish is a language skill checked[/center]
whenever one attempts to speak with[/center]
an Imp.[/center]
[/end]"
1381,"Jumping is a skill checked to determine[/center]
the height and distance one is capable[/center]
of leaping.[/center]
[/end]"
1382,"Lockpicking is a skill automatically[/center]
checked whenever one attempts to pick the[/center]
lock on a door or a chest.[/center]
[/end]"
1383,"Long Blade is a skill checked whenever[/center]
one attempts to strike a target with a[/center]
long-bladed, slashing weapon such as a[/center]
claymore or a katana.[/center]
[/end]"
1384,"Medical skill is automatically checked[/center]
whenever one rests, allowing one to[/center]
diagnose minor injuries and illnesses.[/center]
[/end]"
1385,"Mercantile is a skill checked whenever[/center]
one enters into negotiations with a[/center]
merchant, attempting to buy or sell[/center]
an item at the best possible price.[/center]
[/end]"
1386,"Mysticism refers to the School of[/center]
Mysticism, one of the six avenues of[/center]
magical study. Mysticism is the most[/center]
arcane school, and the spells created[/center]
by its application are as varied as[/center]
Far Silence and Soul Trap.[/center]
[/end]"
1387,"Nymph is a language skill checked[/center]
whenever one attempts to speak with[/center]
a Nymph.[/center]
[/end]"
1388,"Pickpocketing is a skill automatically[/center]
checked whenever one attempts to steal[/center]
an item off a person or shelf without[/center]
being detected.[/center]
[/end]"
1389,"Restoration refers to the School of[/center]
Restoration, one of the six avenues[/center]
of magical study. Any healing spell[/center]
such as Cure Poison and Troll's[/center]
Blood hails from Restoration.[/center]
[/end]"
1390,"Running is a skill automatically[/center]
checked whenever one begins to[/center]
run, to check the possible speed.[/center]
[/end]"
1391,"Short Blade is a skill checked whenever[/center]
one attempts to strike a target with[/center]
a short-bladed stabbing weapon such as[/center]
a dagger or a tanto, to determine the[/center]
aim and damage possible in a strike.[/center]
[/end]"
1392,"Spriggan is a language skill checked[/center]
whenever one attempts to speak with[/center]
a Spriggan.[/center]
[/end]"
1393,"Stealth is a skill which allows one[/center]
to avoid the attention of a hostile[/center]
creature. It is automatically checked[/center]
at every encounter.[/center]
[/end]"
1394,"Streetwise is a skill checked[/center]
whenever one attempts to be blunt,[/center]
colloquial, or otherwise informal[/center]
in conversation.[/center]
[/end]"
1395,"Swimming is a skill automatically[/center]
checked whenever one encounters[/center]
water to see how fast one can swim,[/center]
how fatigued one gets while swimming,[/center]
and how long one can stay underwater.[/center]
[/end]"
1396,"Thaumaturgy refers to the School of[/center]
Thaumaturgy, one of the six avenues[/center]
of magical study. A Thaumaturgical[/center]
spell does not change the appearance[/center]
or structure of a force or object,[/center]
but can manipulate laws temporarily,[/center]
as evident in such spells as[/center]
Levitate and Water Walking.[/center]
[/end]"
1400,"You might be interested to know that %fx1 has just allied with %fx2.[/record]
I just found out that %fx1 cut a deal with %fx2. Interesting, huh?[/record]
Don't spread this around, but %fx1 and %fx2 are working together.[/end]"
1401,"Everybody knows that %fx2 had a grudge against %fx1, but now they're really going at it.[/record]
%fx1 got the short end of the stick in some deal. Now they're out to get %fx2[/record]
%fx1 and %fx2 hate each other. I wouldn't be surprised if somebody didn't end up dead because of it.[/end]"
1402,"%fl1 insulted %fl2 in a missive. Now %fx2 is out to get %fx1.[/record]
%fx1 and %fx2 were close allies until that incident at the palace.[/record]
Until recently %fx1 and %fx2 worked together. They just recently severed their alliance.[/end]"
1403,"I heard that %fx1 and %fx2 have patched up their differences.[/record]
%fx1 paid a large peace fee to %fx2. Hopefully that will stop their quarrelling.[/record]
I never understood why %fx1 and %fx2 were feuding. Well at least that's over now.[/end]"
1404,"The people of %reg are very glad to have %fx2 as a new ally.[/record]
I don't like %fx2, but it's better to have them as an ally of %reg than an enemy.[/record]
Did you hear? %reg just signed an agreement with %fx2.[/end]"
1405,"I understand that %fx2 is really hacked off with %reg.[/record]
I'm sure you heard that %reg is no longer on good terms with %fx2.[/record]
%fx2 are now sworn enemies of %reg. Don't have any dealings with them.[/end]"
1406,"%ol1 %olf. %fx1 has a new %lt1.[/record]
I really liked %ol1. But now %fl1 is in charge of %fx1.[/record]
It's all over town. %ol1 %olf. Can believe that %fl1 is filling those boots?[/end]"
1407,"It's just dreadful. %fx1 and %fx2 are at war![/record]
I knew there were tensions between %fx1 and %fx2, but I never thought they would declare war.[/record]
%fx1 is at war with %fx2! Isn't that great![/end]"
1408,"%fx1 almost wiped out the %fx2 army. %fx1 has won the war![/record]
%fx2 lost. %fx2 has demanded unconditional surrender. The war is over.[/record]
The %fx1 army swept into the capital. %fx2 has been defeated.[/end]"
1409,"%fx1 and %fx2 have signed a peace treaty. The war was ruining both their economies.[/record]
%fx1 was winning the war, but ran out of money. They were forced to sign an armistice with %fx2.[/record]
The war is over! The war is over! %fx1 and %fx2 stopped fighting. I haven't heard why.[/end]"
1410,"Lock your doors at night. Nobody is safe anymore from the criminals. They just take anything they want.[/record]
They killed %n in broad daylight. The guards didn't even do anything. What is this place coming to.[/end]"
1411,"We're all preparing for %hol. It's coming up soon.[/record]
Are you ready for %hol? Don't wait too long.[/record]
%hol is almost here. I wouldn't wait to the last minute to get ready.[/end]"
1412,"Did you hear that the Thieves Guild master has been arrested? I hope they hang him.[/record]
The Thieves Guild master is in jail. I'm sure he'll have escaped by tomorrow.[/record]
No prison can hold the Thieves Guild master for long. That's why his trial will be held soon.[/end]"
1413,"Can you believe they set the Thieves Guild master free? That wily old fox.[/record]
He escaped! The Thieves Guild master broke out of prison.[/record]
The Thieves Guild master escaped. I knew that tin jail couldn't hold him.[/end]"
1414,"Beheaded. That's what happened to the Thieves Guild master. Good riddance.[/record]
They executed the Thieves Guild master. I hear he will lie in an unmarked grave.[/record]
They didn't take long in executing the poor bastard. Who? The Thieves Guild master of course.[/end]"
1415,"I hear there is a mad wizard stirring up trouble.[/record]
Some insane sorcerer turned the palace pink. It took two weeks to get it cleaned.[/record]
There's a crackpot wizard out there. If we don't follow orders, we'll all be turnips.[/end]"
1416,"That old mage was crazy. It's a good thing they slew him.[/record]
She was a nutcase. It's too dangerous to let mad wizards run loose, so they killed her.[/record]
The whole town is rejoicing. The crazy sorcerer is dead![/end]"
1417,"Everything in this place is too expensive. I can hardly afford to buy bread any more.[/record]
The merchants are all pigs. They set their prices as high as they want and nobody dares do anything.[/record]
Money doesn't grow on trees. I am having to sell my furniture to afford food! These prices are outrageous.[/end]"
1418,"There's a trade war going on. Buy everything you can while it's cheap.[/record]
It all started when crazy %n cut all his prices in half. Now all the merchants have lowered their prices to compete.[/record]
I'm on my way to buy new clothes. Price on everything are so low, I want to buy now before they go up again.[/end]"
