Key,Value
1072775133,Gentle Light of Kynareth
1073823776,Inner Martyr of Kynareth
1074872377,Old Evelanna's Hovel
1075920960,Ruins of The Old Ashham Shack
1076970281,Woodston Manor
1078018859,The Restless Gnome Inn
1079067454,Whitetry
1080116048,The Beaver and Goat Hostel
1081164627,Buckingfield Tower
1082213222,Holy Altar of Kynareth
1083261804,Kirklech
1084310425,The Rat and Dagger Hostel
1085359004,Kirkpath
1086407584,Old Gwynona's Hovel
1087456178,Ripcroft Hall
1088504760,The Old Buckingsmith Hovel
1089553359,Old Carolayne's Farm
1090601978,The Old Ashwing Hovel
1091650564,The Ashford Farmstead
1092699154,Castle Baranezzar
1093747740,Ruins of Gaerford Tower
1094797090,The Hawksly Graveyard
1095845698,Baluagerullah Hollow
1096894296,Yevor
1097942880,Ruins of The Woodsly Cabin
1098991500,Ruins of The Old Ashhouse Shack
1100040088,The Homunas Cave
1101088691,Wickford Manor
1102137278,The Dead Giant Hostel
1103185906,Hawking Grange
1104234512,Wailing Altar of Kynareth
1105283090,The Old Copperwing Place
1106332406,Singing Redeemer of Kynareth
1107380990,Vanwark
1108429571,The Dead Woodchuck Inn
1109478170,The Hole of Baalateressa
1110526760,The Pit of Gerilanxessa
1111575343,The Gaersly Cemetery
1112623938,The Old Woodwing Hovel
1113672532,Jode Shrine
1114721127,The Dwarf and Guard Pub
1115769719,Ruins of Moorsly Grange
1116818297,Hearthhouse Orchard
1117866914,Ruins of Hawkfield Grange
1118915512,The Kingsly Graveyard
1119964113,Old Belladabyth's Farm
1121012717,The Dunoryan Quarry
1122062063,The Flying Giant Hostel
1123110665,The Lair of Sahiblithah
1124159261,The Pig and Jug Tavern
1125207870,The Rodastyr Quarry
1126256456,Weeping Seer of Kynareth
1127305088,Longcart
1128353717,The Hearthham Cemetery
1129402300,The Ashsly Graveyard
1130451646,The Mordywyr Mines
1131500230,Fearful Soul of Kynareth
1132548809,Eternal Light of Kynareth
1133597461,The Moorford Crypts
1134646138,Moorsmith Court
1135694746,The Old Coppering Hovel
1136743328,Buckingsley's Guard
1137791940,Old Vyctabyth's Place
1138841259,Buckington Manor
1139889856,The House of Necromoghan
1140938435,The Crimson Ogre Hostel
1141987044,Castle Moorfield
1143035650,Penwick Wood
1144084228,Ruins of Yeomford Hall
1145132978,Wilderwich
1146182283,Tower Kingsley
1147230884,Old Barbyssa's Farm
1148279491,Perpetual Martyr of Kynareth
1149328074,The Wickcroft Farmstead
1150376660,The Gondane Excavation
1151425244,Hawking Hall
1152473842,Charenworth
1153522423,The Coppersly Crypts
1154571030,Old Evelolda's Hovel
1155619662,Yeomhart's Hold
1156668255,Deerhead
1157716835,Uphope
1158765420,Silent Martyr of Kynareth
1159814003,The Mines of Bedyctor
1160863349,The Fortress of Ashsley
1161911958,The Howling Rascal Pub
1162960565,The Greenwing Farmstead
1164009216,Woodton Orchard
1165057842,Gaerfield Tower
1166106445,The Graves of Buckingsley
1167155023,The Tomb of Lithehulon
1168203606,The Restless Porcupine Hostel
1169252189,The Pit of Maron
1170300768,The Kingsmith Farmstead
1171349380,The Ashwing Cemetery
1172398693,The Gondoryan Tunnel
1173447278,The Queen's Skull Pub
1174495909,Sacred Soul of Kynareth
1175544527,Ruins of Castle Copperford
1176593120,The Mouse and Castle Inn
1177641701,The Old Gaersley Place
1178690282,Morivaraus Hall
1179738868,The Mines of Theodoryan
1180787539,Ruins of Old Evelyrrya's Place
1181836973,The Mordistair Excavation
1182885552,The Old Hawkton Shack
1183934132,Ruins of The Old Kingston Hovel
1184982719,The Old Wooding Shack
1186031358,Infinite Oracle of Kynareth
1187079942,Infinite Sunrise of Kynareth
1188128532,The Moorton Graveyard
1189177112,The Dwarf and Chasm Hostel
1190225737,Gentle Relic of Kynareth
1191275088,Midworth
1192323730,The Fox and Giant Pub
1193372323,The Dispasia Cavern
1194420918,The Buckingwing Burial Ground
1195469545,Ruins of The Tower of Woodwing
1196518167,Hawksly Hall
1197566750,Singing Altar of Kynareth
1198616098,Ruins of Castle Gaerham
1199664683,Moorsmith Orchard
1200713304,Oxhope
1201761893,Old Vannara's Farm
1202810481,The Uthard Mines
1203859104,Gentle Ascencion of Kynareth
1204907756,Gentle Prophet of Kynareth
1205956335,The Dwarf and Griffin Pub
1207004916,Fontgate
1208053495,Fearful Martyr of Kynareth
1209102109,Infinite Rebirth of Kynareth
1210151483,The Rodoryan Excavation
1211200108,The Copperford Graveyard
1212248707,The House of Moorham
1213297285,Ruins of The Citadel of Hawksly
1214345888,Ruins of Tower Coppering
1215394543,Holbridge
1216443143,The Vermdon Aerie
1217492471,Old Gwynona's Shack
1218541104,Ruins of Moorhouse's Hold
1219589721,The Old Yeoming Shack
1220638301,The Gerinx Hole
1221686887,Reyway Derry
1222735523,Cromtry
1223784118,Infinite Martyr of Kynareth
1224832703,Castle Wickford
1225881284,The Citadel of Woodsmith
1226929867,Ruins of Castle Copperham
1227979240,The Asmyulah Cavern
1229027821,Sekthoth
1230076438,Old Gwynyssa's Hovel
1231125039,The Lair of Demither
1232173621,Ruins of Castle Mooring
1233222218,Sacred Relic of Kynareth
1234270797,The Cairn of Necromulor
1235319381,Ruins of The Tower of Gaerford
1236368036,Gothlech
1237416658,Vojgagon
1238466023,Penhope Garden
1239514603,The Maelothulla Cavern
1240563203,The Mastersley Graveyard
1241611792,Shrine of Ephen
1242660388,Longhead
1243708968,The Kingston Graveyard
1244757552,Ruins of Woodsley Manor
1245806148,Ruins of Moorhart Court
1246854755,Ruins of Old Carolyrrya's Hovel
1247903358,The Gaerford Farmstead
1248951950,The Quarry of Tristastyr
1250000546,Ruins of Old Evelyn's Shack
1251049138,Ruins of Greening's Hold
1252097720,Ipsvale
1253147050,Wailing Soul of Kynareth
1254195634,Woodston's Guard
1255244259,Old Vannyvyra's Farm
1256292841,Altar of I'ric
1257341425,The Moorhart Farmstead
1258390071,Eternal Ascencion of Kynareth
1259438723,Knightswood
1260488125,Buckinghart Grange
1261536727,Jhim Sei Shrine
1262585323,Castle Ashton
1263633914,Horworth
1264682495,Ruins of Castle Yeomham
1265731085,Gentle Rebirth of Kynareth
1266779677,The Pit of Maelyitherah
1267828258,Copperhouse Orchard
1268876868,Ruins of The Tower of Ashston
1269925480,Old Carolausa's Hovel
1270974064,Old Vyctolda's Farm
1272022648,Baelgate
1273071998,The Grotto of Demiblul
1274120580,The Dancing Sword Hostel
1275169174,Yagergod
1276217781,Riptry
1277266413,Longwell Hill
1278315046,The Ashhart Plantation
1279363653,Buckingsly Tower
1280412267,The Old Wicksmith Shack
1281461616,The Lion and Huntsman Inn
1282510203,Reywick
1283558800,Fearful Prophet of Kynareth
1284607410,The Old Yeomsly Shack
1285655995,Ruins of Ashford Manor
1286704592,Ruins of Wickton Manor
1287753212,Ruins of Buckingford Manor
1288801801,Inner Oracle of Kynareth
1289850399,Ruins of Old Ysona's Farm
1290898984,Yeomsly Orchard
1291947582,The Old Hawkton Hovel
1292996163,The Old Woodsmith Hovel
1294044766,Weeping Oracle of Kynareth
1295094098,The Crimson Hedgehog Inn
1296142704,The Old Mastersmith Place
1297191286,The King's Hedgehog Tavern
1298239903,Blessed Tree of Kynareth
1299288498,The Andard Quarry
1300337087,The Citadel of Greenston
1301385670,The Masterhouse Graveyard
1302434251,The Homuninxullah Grotto
1303482844,Grayfort
1304532303,Knightsmore
1305580913,The Kingfield Farmstead
1306629545,Holy Oracle of Kynareth
1307678123,Castle Copperhart
1308726711,The Tristywyr Lode
1309775292,The Ashing Farmstead
1310823887,The Tower of Wickford
1311872476,Gaering Orchard
1312921054,Fearful Seer of Kynareth
1313969644,The Andistair Mines
1315018227,The Quarry of Agrore
1316066805,The King's Dagger Inn
1317115392,Ruins of Greenford Palace
1318163972,The Tower of Hearthhart
1319212552,Kingcroft Orchard
1320261156,Ruins of Masterford Hall
1321309748,The Fortress of Hearthfield
1322359140,The Citadel of Mastercroft
1323407826,The Laughing Mug Inn
1324456419,Longhope
1325505829,Longway
1326554439,The Ashing Cabin
1327603039,The Cave of Balonunah
1328651617,Old Belladanna's Shack
1329700216,The Masterton Farmstead
1330748819,Ipsley
1331797406,Ruins of Ashing Manor
1332845991,Greenston Orchard
1333894613,Ruins of Coppering Manor
1334943194,Burning Idol of Kynareth
1335991776,Ruins of Tower Hawkfield
1337040370,The Andywyr Tunnel
1338088956,Sacred Ascencion of Kynareth
1339138290,The Hawksly Plantation
1340186878,The Hawkston Farmstead
1341235466,The Gaercroft Farmstead
1342284067,Ruins of Kingston Grange
1343332645,Merwych
1344381227,Oxidge
1345429816,Kirkwall
1346478441,Cathwell
1347527039,Ruins of The Ashham Plantation
1348575699,Ruins of Old Gwynona's Place
1349624280,Grimvale
1350672871,Weeping Prophet of Kynareth
1351722195,Ruins of Old Barbabyth's Place
1352770800,Wooding Grange
1353819488,The Toad and Dagger Hostel
1354868085,The Stronghold of Moorfield
1355916686,The Dirty Goat Hostel
1356965273,Stokbridge 
1358013857,Ruins of Hearthwing Palace
1359062436,Old Belladorya's Farm
1360111025,The Crypt of Lithingeon
1361159613,Wailing Rebirth of Kynareth
1362208194,The Mouse and Hedgehog Lodge
1363256778,Singwick
1364306173,Hawkfield Orchard
1365354753,The Hawkwing Plantation
1366403339,Djen Lodge
1367451917,The Woodsmith Farmstead
1368500496,The Buckingston Cabin
1369549167,Chesterdale
1370597767,Castle Mastercroft
1371647157,The Edwyval Pit
1372695756,Blackvale
1373744355,Grimbridge
1374792954,Gallopath
1375841555,Old Vyctanna's Hovel
1376890140,The Dead Bird Tavern
1377938743,Woodsley Orchard
1378987372,The Old Woodsly Hovel
1380035955,Ruins of Old Chrystanna's Place
1381084543,Hearthing Grange
1382133150,Weeping Martyr of Kynareth
1383181728,Old Ysabyth's Place
1384231062,Ruins of Greenston Hall
1385279670,The Old Mastersley Shack
1386328258,The Flying Woodchuck Lodge
1387376838,Perpetual Redeemer of Kynareth
1388425429,The Yeomsley Farmstead
1389474039,The Lair of Homunasiva
1390522641,Coppercroft Hall
1391571228,Mertown
1392619817,The Lair of Homuneus
1393668395,The Stronghold of Hearthcroft
1394716981,The Kinghart Plantation
1395765600,Gentle Martyr of Kynareth
1396814181,Old Ysyvyra's Place
1397862764,Old Ysona's Farm
1398911370,The Old Kinghart Place
1399960706,The Copperford Farmstead
1401009313,The Lair of Sahanx
1402057907,Gallodale
1403106491,The Greenston Farmstead
1404155083,Old Lysausa's Place
1405203673,Gaercroft Grange
1406252251,Mastersly Hall
1407300854,The Old Mastering Place
1408349440,Crossville
1409398052,Ruins of The Old Wickham Shack
1410446637,The Kingcroft Farmstead
1411495223,Ruins of The Tower of Ashing
1412543834,Greenford Orchard
1413592412,Broadmont Heath
1414641008,The Buckington Cemetery
1415690352,Ruins of The Tower of Greensly
1416738930,The Old Gaering Place
1417787537,Ruins of Hawksmith Palace
1418836121,The Cave of Morkucheus
1419884709,The Moorcroft Cabin
1420933289,Rattgabith
1421981899,Wailing Seer of Kynareth
1423030482,Copperfield Orchard
1424079086,Sacred Rebirth of Kynareth
1425127687,Sacred Altar of Kynareth
1426176284,Eternal Martyr of Kynareth
1427224893,Old Lysona's Shack
1428274260,Reybeth
1429322855,Ruins of The Wickhouse Cabin
1430371434,The Pit of Geryon
1431420014,Buckingsmith Orchard
1432468605,Ruins of Copperhouse Manor
1433517203,The Hearthhouse Farmstead
1434565856,Oxbury
1435614439,The Mines of Tristynak
1436663087,Ruins of Old Lysyna's Place
1437711675,The Morkebrasiah Cavern
1438761026,Graywick
1439809635,The Hearthing Plantation
1440858220,Wilderborne
1441906806,The Yeomhart Farmstead
1442955407,Ruins of The Mooring Cabin
1444003990,The Bedistair Mines
1445052603,Deerville
1446101181,Wroth Coven
1447149812,Old Gwynabyth's Hovel
1448199213,Baelleigh
1449247796,Grimville
1450296418,The Bat and Chasm Pub
1451345026,The White Huntsman Hostel
1452393695,Ruins of Castle Woodton
1453443091,The Theodane Lode
1454491707,Buckingsmith Manor
1455540291,Silent Prophet of Kynareth
1456588902,Old Barbausa's Hovel
1457637500,Moorwing Grange
1458686079,The Old Wickham Hovel
1459734657,Longwych
1460783238,Holy Redeemer of Kynareth
1461831892,Hearthhart Grange
1462880485,Silent Redeemer of Kynareth
1463929077,The Coppersmith Plantation
1464978462,Warwich
1466027089,Vojirgoth
1467075682,Perpetual Oracle of Kynareth
1468124355,The Hold of Hearthston
1469172936,Castle Moorham
1470221515,Old Elyzanna's Farm
1471270095,Ruins of Wickston Orchard
1472319447,Wailing Tree of Kynareth
1473368037,Blessed Ascencion of Kynareth
1474416621,Tunway
1475465216,Lamleigh
1476513808,The Old Buckingston Hovel
1477562388,The Old Greenhouse Hovel
1478610974,Ruins of The Greenhouse Cabin
1479659573,Gaerham Hall
1480708180,Wicksley's Guard
1481756773,Old Vannyssa's Farm
1482805366,THe Crypts of Woodhouse
1483854023,Ashing's Guard
1484903383,Old Morgabyth's Shack
1485951981,The Woodcroft Farmstead
1487000563,The Bedane Quarry
1488049193,The Nest of Hezrugoth
1489097784,The Buckingford Farmstead
1490146387,Oxworth Hamlet
1491194984,The Old Ashsly Shack
1492243609,The Wickwing Farmstead
1493292187,Castle Nebuchezam
1494340786,Bleeding Soul of Kynareth
1495390138,Castle Kinghouse
1496438723,The Gaerwing Cemetery
1497487352,Ruins of Ashham Palace
1498535945,The Old Yeomwing Hovel
1499584534,The Old Hearthton Hovel
1500633144,Ruins of Woodton Hall
1501681732,The Hold of Kinghart
1502730341,The Kinghouse Plantation
1503778922,The Fortress of Hawkford
1504827544,Ruins of The Hold of Wickfield
1505876902,Hawkford Orchard
1506925546,Moorfield Orchard
1507974149,Ruins of Woodton Tower
1509022799,Knightshead Garden
1510072188,Sington
1511120778,The Wickfield Cemetery
1512169374,Aldwell
1513217952,The Old Hawkston Hovel
1514266545,The Hawkfield Farmstead
1515315132,The Buckingston Cemetery
1516363725,The Hole of Gerithia
1517412308,Wickton Grange
1518460970,Copperwing's Hold
1519509557,Aldford
1520558169,Old Barbolda's Place
1521606748,The Old Wicksly Place
1522655327,The Tristore Excavation
1523703908,Charenwold
1524752490,The Hawksley Cabin
1525801825,Ruins of Old Belladyna's Shack
1526850434,Blessed Light of Kynareth
1527899064,Tower Hearthton
1528947694,Mershire
1529996279,Greenham Orchard
1531044860,Whitebeth
1532093514,Daghoth
1533142100,Old Elyzyvyra's Farm
1534191447,Eternal Prophet of Kynareth
1535240057,Ruins of Gaerhart Hall
1536288656,Ruins of Hearthham Grange
1537337244,The Greenhart Cemetery
1538385872,The Tombs of Moorsly
1539434493,Castle Ashston
1540483071,The Gaerhouse Graveyard
1541531690,Ruins of Buckingsmith Palace
1542581081,The Moorfield Plantation
1543629659,Ipsfort
1544678237,The Peroryan Mines
1545726847,The Yeomfield Farmstead
1546775439,Ruins of Copperfield Manor
1547824021,Weeping Soul of Kynareth
1548872615,The Graves of Gaering
1549921265,Greensly Tower
1550969851,Ruins of Gaerhouse Manor
1552018429,The Hawksmith Plantation
1553067010,Reycester
1554115609,The Woodwing Farmstead
1555164955,The Old Masterford Hovel
1556213556,The Black Fawn Tavern
1557262203,Ruins of Greensley Tower
1558310868,Singing Oracle of Kynareth
1559360273,The Hole of Baalas
1560408858,Lamborne
1561457467,The Old Wickfield Shack
1562506058,The Quarry of Theodywyr
1563554704,Woodford Orchard
1564603316,Ruins of The Hawksley Farmstead
1565651917,Copperston Hall
1566700508,Cathcroft
1567749101,The Hold of Greenham
1568798490,Merwich Hill
1569847079,The Pig and Barbarian Hostel
1570895659,The Uthane Excavation
1571944248,Ruins of The Hold of Greenham
1572992838,Copperwing Grange
1574041438,The Dispiaminxivah Hole
1575090027,Blessed Seer of Kynareth
1576138605,Tamvale
1577187188,Woodsly Grange
1578235809,Old Gwynanna's Shack
1579284444,The Queen's Helm Hostel
1580333804,Old Chrystyn's Place
1581382406,The Moorston Farmstead
1582430986,Altar of I'ric
1583479628,Kingsley Orchard
1584528218,The Old Greensly Place
1585576802,Sekthrac
1586625399,Old Lysyssa's Farm
1587673998,Ruins of Masterham Manor
1588722597,Ruins of The Woodsley Farmstead
1589771193,Rattudon
1590819777,The Green Woodchuck Tavern
1591869135,Wailing Martyr of Kynareth
1592917731,Ruins of The Masterfield Cabin
1593966320,The Laughing Badger Lodge
1595014900,The Andistair Excavation
1596063481,The Wicksmith Farmstead
1597112077,Old Barbona's Shack
1598160701,Weeping Relic of Kynareth
1599209293,The Laboratory of Perore
1600257899,The Stronghold of Hearthwing
1601306514,The Tower of Ashton
1602355976,Bleeding Rebirth of Kynareth
1603404601,Old Gwynyvyra's Place
1604454043,Ruins of Gaerfield Manor
1605502658,Gentle Tree of Kynareth
1606551323,Ruins of Kinging's Hold
1607599938,The Yeomcroft Cemetery
1608648528,THe Crypts of Wickwing
1609697108,Newbeth Commons
1610745707,The Dancing Djinn Pub
1611795089,Old Vannorya's Hovel
1612843675,Burgville
1613892255,Ruins of Masterton's Guard
1614940882,Ruins of The Wicksmith Cabin
1615989466,The Andastyr Mines
1617038044,Old Vyctorya's Place
1618086623,Ruins of The Hold of Buckingsly
1619135203,Ruins of Old Ysorya's Place
1620183799,Burgbury
1621232378,Ruins of The Citadel of Moorton
1622280961,Inverobeon Hall
1623329588,The Beaver and Giant Pub
1624378174,The Fortress of Hearthton
1625427570,The Citadel of Hearthwing
1626476149,The Old Wickcroft Hovel
1627524741,Ruins of Moorston Hall
1628573327,The Graves of Masterhart
1629621917,Eternal Relic of Kynareth
1630670498,Old Evelausa's Place
1631719089,Old Carololda's Place
1632767679,Shrine of Mai
1633816269,The Woodsmith Graveyard
1634864868,Ruins of Wickfield Palace
